ID	Quanto tempo de experiência na área de dados você tem?	Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?	Você está satisfeito na sua empresa atual?	Qual o principal motivo da sua insatisfação com a empresa atual?	Você participou de entrevistas de emprego nos últimos 6 meses?	Você pretende mudar de emprego nos próximos 6 meses?	Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?	Atualmente qual a sua forma de trabalho?	Qual a forma de trabalho ideal para você?	Caso sua empresa decida pelo modelo 100% presencial qual será sua atitude?	Sua empresa passu por Layoff em 2022?	Atuacao	Quais das linguagens listadas abaixo você utiliza no trabalho?
bc5yl5sk0bpl4l25le8bc5yl50qeoglg	Não tenho experiência na área de dados	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	FALSE	Gostaria de trabalhar em em outra área de atuação, Salário atual não corresponde ao mercado	Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Estou em busca de oportunidades dentro ou fora do Brasil	Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Outra atuação	Não utilizo nenhuma das linguagens listadas
bbi2liau1fiwxb4u1o78bbi2a905324i												Outra atuação	
ba1jzkpjgpzwaho8geba1smrzoqqq51k	de 1 a 2 anos	de 1 a 2 anos	TRUE		Sim, fui aprovado mas decidi não mudar de emprego	Estou em busca de oportunidades dentro ou fora do Brasil	Remuneração/Salário, Ambiente e clima de trabalho, Maturidade da empresa em termos de tecnologia e dados	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
b9hue4dhjyza0b9rkir53ce8z7p34vl8	de 1 a 2 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Sim, fui aprovado mas decidi não mudar de emprego	Não estou buscando, mas me considero aberto a outras oportunidades	Plano de carreira e oportunidades de crescimento profissional	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	SQL, Python
b9h77wr7getfs4eb9hp1fn70qhgmb715	de 1 a 2 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Sim, fui aprovado e mudei de emprego	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Plano de carreira e oportunidades de crescimento profissional	Modelo 100% presencial	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	R, SQL, SAS/Stata
b9dhh9k2vdiiy86e9f2m02b9dhh9k2q7	de 3 a 4 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	FALSE	Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios, Gostaria de trabalhar em em outra área de atuação	Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional	Modelo 100% remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Outra atuação	SQL
b9bdub9y3gaq0urnxgb9b4l5xp0v9wyk	de 1 a 2 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	FALSE	Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios	Sim, fiz entrevistas mas não fui aprovado	Estou em busca de oportunidades, mas apenas fora do Brasil	Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado	Engenharia de Dados	SQL, Python
b8zqh2jki71wn3yrh60yb8z7i6jnspho	de 3 a 4 anos	Menos de 1 ano	TRUE		Sim, fui aprovado mas decidi não mudar de emprego	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	SQL, Python
b8l2mi15070eozolpbdxb8l2mi1nxpnt	de 4 a 6 anos	Menos de 1 ano	TRUE		Sim, fiz entrevistas mas não fui aprovado	Estou em busca de oportunidades dentro ou fora do Brasil	Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Gestor	
b8b04yk4ltpbs8oe4tos0b8b04ykv45p	de 3 a 4 anos	Mais de 10 anos	TRUE		Sim, fui aprovado e mudei de emprego	Não estou buscando, mas me considero aberto a outras oportunidades	Ambiente e clima de trabalho, Remuneração/Salário, Flexibilidade de trabalho remoto	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Engenharia de Dados	SQL, Python
b8ax0ebap3wk58guxm4axb8ax0ebb3lt	de 4 a 6 anos	Menos de 1 ano	TRUE		Sim, fui aprovado e mudei de emprego	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
b7z5rogvyluoc6zo9bb7z5ro2szfkoxv	de 3 a 4 anos	de 5 a 6 anos	TRUE		Sim, fiz entrevistas mas não fui aprovado	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
b7uaw5nghe65pk99cb7ub35a82k9izu6	de 3 a 4 anos	de 1 a 2 anos	FALSE	Salário atual não corresponde ao mercado	Sim, fui aprovado e mudei de emprego	Não estou buscando, mas me considero aberto a outras oportunidades	Flexibilidade de trabalho remoto	Modelo 100% presencial	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou aceitar e retornar ao modelo 100% presencial	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado	Engenharia de Dados	SQL, Python
b7rruckcqzk1ii7epb7rrucr755mzfk2	de 7 a 10 anos	de 1 a 2 anos	TRUE		Sim, fiz entrevistas mas não fui aprovado	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Remuneração/Salário, Ambiente e clima de trabalho, Propósito do trabalho e da empresa	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	1
b7kckphv8h17coj1jlc5b7kckcdjiwb3	de 4 a 6 anos	de 7 a 10 anos	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Engenharia de Dados	SQL, Python
b7gzukm97sfsblpqb7gzuito449tuv2e												Buscando oportunidade na área de dados	
b7f6d9o89jfsogib7f6dl63ngszx259b	de 3 a 4 anos	de 3 a 4 anos	FALSE	Falta de maturidade analítica na empresa, Gostaria de trabalhar em em outra área de atuação, Salário atual não corresponde ao mercado	Sim, fui aprovado mas decidi não mudar de emprego	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Benefícios, Maturidade da empresa em termos de tecnologia e dados	Modelo híbrido com dias fixos de trabalho presencial	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
b6hhhrat40qyb6hhzax7dhxtq3fr79r0	de 1 a 2 anos	de 1 a 2 anos	TRUE		Sim, fiz entrevistas mas não fui aprovado	Estou em busca de oportunidades, mas apenas fora do Brasil	Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
b67zu453suixu9x5nfb67zuaxwm1im80	Menos de 1 ano	Menos de 1 ano	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Estou em busca de oportunidades dentro ou fora do Brasil	Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Engenharia de Dados	SQL, Python, Java
b61p33tvhvy7h5g67b61p3v6ap69cgyw	de 1 a 2 anos	Menos de 1 ano	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Estou em busca de oportunidades dentro ou fora do Brasil	Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto	Modelo 100% remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	R, SQL
b5j412i7vlnb9xadb5j412idtuf1jvef	de 1 a 2 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto	Modelo híbrido com dias fixos de trabalho presencial	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	Python, SQL
b5aqfxa1iymj386jr7b5aqfwhguvr6hx	Mais de 10 anos	de 7 a 10 anos	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Qualidade dos gestores e líderes, Flexibilidade de trabalho remoto, Remuneração/Salário	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Gestor	
b58bp94zbxtx9rykv8avmb58bpxkyzhl												Buscando oportunidade na área de dados	
b48fvvxl1zuao18b4p54nadluyro10t9	de 4 a 6 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho	Modelo 100% remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
